,id,name,selver_guess,price,selver_price,price/kg,selver_price_kg,similarity
146,975805,Immuno eliksiir mustasõstar 250ml,"Immuno Elixir Mustsõstar, CHAGA HEALTH, 500 ml",12.15,24.9,48.6,49.8,67
13739,101913,"Cognac Larsen VS 40% 0,7l karbis","Konjak LARSEN VS karbis, 70 cl",41.99,27.9,59.99,39.86,67
609,901870,Nartsiss potis 10cm,"Potiroos mix, 10cm,",2.29,8.99,0.0,8.99,67
2358,808901,Näkileivad linaseemnetega Öko ICA 150g,"Maisileivakesed linaseemnetega, RACIO, 115 g",1.95,1.29,13.0,11.22,67
5400,279781,Maisipulgad kondenspiima Kuki Muki 250g,"Kondenspiima küpsis, SELGA, 180 g",3.89,1.09,15.56,6.06,67
4021,1005131,"Paprika suitsutatud, magus La Chinata 70g","Suitsutatud paprika, SANTA MARIA, 37g",4.99,2.09,71.29,56.49,67
2314,277122,Mitmeviljakukkel 35g,"Mitmeviljakukkel, SELVERI PAGARID, ca 35 g",0.18,0.15,5.14,4.29,67
13069,7031159,"Kpn.v.vein Pfaff Crem. Blanc de Blancs 0,75l",Lavel Blanc de Blanc 75 cl,14.99,6.99,19.99,9.32,67
5226,168806,Mandlimaiustused Ferrero Raffaello 260g,"Kommikarp Raffaello T23, FERRERO, 230g",6.65,5.79,25.58,25.17,67
6198,1359586,"Kar.jook S.Pellegrino Na. Aranciata 0,33l prk","Naturali Aranciata, SANPELLEGRINO, 330 ml",1.35,1.29,4.09,3.91,67
126,967587,Mar.šampinjonid sibula ja küüslaugu 500g,"Marineeritud šampinjonid, EESTI AND, 500 g",5.55,3.99,11.1,7.98,67
13068,1350168,Õlu Saku Hele 5.2%vol 0.5L pdl,"Õlu Hele, SAKU, 500 ml pudel",1.69,1.59,3.38,3.18,67
3951,155401,Riisipaber 22cm Exotic Food 100g,"Riisipaber, THAI CHOICE, 100 g",2.15,1.69,21.5,16.9,67
13194,7232137,"Kgt.vein Chardonnay, Coq du Matin 0,75l",Principe de Viana Chardonnay 75 cl,9.99,8.49,13.32,11.32,67
4891,807427,Tudengieine Rimi kg,"Premium tudengieine, ARIMEX, 500 g",3.6,7.29,17.99,14.58,67
12786,7239731,"Kpn.vvein Cielo Prosecco Rose Extra Dry 0,75l",Giacondi Prosecco Extra Dry 75 cl,6.59,7.99,8.79,10.65,67
416,944264,Peet aurutatud Rimi 400g,"Riivitud aurutatud peet, MÕISAPROUA, 500 g",1.09,1.39,2.72,2.78,67
6322,1354994,"Konts.mahlajook metsjõhvika Küllus 0,33l","Vaarika-mustika kontsentreeritud mahlajook, KÜLLUS, 330 ml",5.99,4.49,18.15,13.61,67
6311,804285,Tee roheline Rimi Basic 80g,"Roheline seep, MAYERI, 500 ml",0.6,1.69,7.5,3.38,67
6209,1361840,"Karb. karastusjook limonaad Rimi 1,5l","Karastusjook Limonaad Traditsioo, A.LE COQ, 330 ml",1.09,0.49,0.73,1.48,67
13511,7029873,"Kpn.vvein Zonin Prosecco Cuvee 1821 0,75l",Zonin Prosecco Cuvee Brut 75 cl,10.89,7.99,14.52,10.65,67
577,994783,Mahe Rediseidu Öko Lõunaidu 85g ,"Mahe Mungoaidu, LÕUNAIDU, 150 g",1.89,1.79,22.24,11.93,67
3960,810885,Näkileib ICA gluteenivaba 170g,"Gluteenivabad soolakringlid, SCHÄR, 60 g",2.75,1.39,16.18,23.17,67
3506,101396,Kaste Hot pepper Santa Maria 85ml,"Mahe pune, SANTA MARIA, 9 g",2.05,3.19,24.12,354.44,66
2571,941012,Pannkoog. merevaigu ja suit.kanaga Mamma 200g,"Kaera-õuna pannkoogid, MAMMA, 200 g",2.29,2.69,11.45,13.45,66
12255,7102995,N sukkpüksid GL My Secret 20den 4 melon,"Naiste sukkpüksid Basic 20den, BELLISSIMA, 4",6.49,3.49,6.49,3.49,66
8887,7055378,Püsivärv Syoss Oleo Intense 3-82,"Püsivärv Color 10-5, SYOSS, 1 tk",8.79,7.49,8.79,7.49,66
11374,7240557,"Nõudepesum.geel Finish Max Power,900ml","Nõudepesumasina geel All-in-1 Eco 0%, FINISH, 900 ml",19.99,10.99,22.21,12.21,66
9925,7159595,Pulkdeodorant Lumene men voima 70g,"Pulkdeodorant Cobalt meestele, REXONA, 50 ml",10.39,2.99,148.43,59.8,66
5471,1010182,"Piimašokolaad banaantäid., tof., maasik. 143g","Toffee piimašokolaad, NICKS, 28 g",3.39,1.79,23.71,44.75,66
4664,804358,Kuivatatud dattel kivita Awake 150g,"Kuivatatud dattel Premium, ARIMEX, 500 g",0.89,4.79,5.93,9.58,66
8438,7052421,Hambapasta Himalaya mint 75 ml,"Hambapasta Herbal, PARODONTAX, 75 ml",4.39,5.99,58.53,79.87,66
10829,7231176,Pintslite komplekt 10tk AW22,"Sulgpallireketite komplekt, 1tk",3.99,5.59,3.99,5.59,66
11281,7060071,Katlakivieemaldaja Cif pihustiga 750ml,"Katlakivieemaldaja, MAYERI, 500 ml",6.29,1.39,8.39,2.78,66
1290,985410,Viilujuust Cheddar White MO Saaremaa 150g,"Kadaka juust viilutatud, MO SAAREMAA, 150 g",2.45,2.39,16.33,15.93,66
2078,987145,Mahe rohumaaveise romsteek vp kg,"Romsteegi viil Eesti rohumaaveis, KARNI, 200 g",10.0,6.59,0.0,32.95,66
9415,7248930,Dušigeel Nivea Care&Apricot 500ml,"Dušigeel Care&Star Fruit, NIVEA, 500 ml",6.39,5.99,12.78,11.98,66
514,927076,Kiivi Ready to Eat 1kl 4tk,"Avokaado karbis Ready to Eat, 2tk",3.49,1.99,8.72,1.0,66
12108,7269248,Viltpliiatsid Maped Nightfall 24tk AW22,"Värvipliiatsid, MAPED, 12 tk",23.99,2.39,23.99,0.2,66
1242,982171,Dipikaste juustune küüslaugu E-piim 170g,"Juusturibad küüslauguga, DELIKATESS, 100 g",1.19,1.99,7.0,19.9,66
1236,995530,Margariin võileiva 20% Delma 450g,"Margariin Extra 39%, DELMA, 450 g",1.49,1.99,3.31,4.42,66
7630,7265128,Nukk Lol Surprise Tweens QT SS22,"Present Surprise nukk, L.O.L, 1 tk",59.99,24.9,59.99,24.9,66
8898,7060099,Püsivärv Syoss oleo int. 6-80 pähkelblond,"Püsivärv 10-13 Arktiline Blond, SYOSS, 1 tk",8.79,7.49,8.79,7.49,66
3564,811952,"Kiirsupp Rimi Express kana, krutoonidega 16g","Kanapüreesupp krutoonidega, KNORR, 16 g",0.5,0.49,31.25,30.63,66
9419,7247610,Deodorant Fa men Pure Control Hemp 150ml,"Deodorant Action Control, GARNIER, 150 ml",3.99,3.99,26.6,26.6,66
9462,7148289,Näopesugeel Garnier Pure söega 200ml,"Näopuhastusgeel Pure 3in1, GARNIER, 150 ml",7.59,7.49,37.95,49.93,66
7410,7174368,Puuviljakott Canpol silikoonist 56/010,"Silikoonist lutt 0-6 kuud  Night Dreams, CANPOL, 1 tk",7.49,3.49,7.49,3.49,66
4398,813742,Marineeritud ingver ICA Asia 190g,"Marineeritud ingver, THAI CHOICE, 454 g",2.29,3.99,12.05,8.79,66
3555,810481,Makaronid kinoaga Penne Selection 500g,"Kaeramakaronid, TORINO, 500g",3.19,2.99,6.38,5.98,66
10569,7233543,Joonlaudade komplekt Centrum,"Joonlaudade komplekt, MAPED, 4 osaline",1.19,0.89,1.19,0.89,66
1277,274188,Puding Monte šokolaadi Zott 55g,"Koorene šokolaadi puding, FARMI, 230 g",0.59,1.29,10.73,5.61,66
10820,7221774,Lõhnaküünal 120 58 Pomegranate,"Lõhnaküünal Pomegranate & Bergamot, AIR WICK, 1 tk",2.59,10.99,2.59,10.99,66
3161,1005846,Puljong juurvilja Maggi 80g,"Veiselihapuljong Kostilja, MAGGI, 120 g",1.45,1.39,18.13,11.58,66
4406,813709,Küpsetussegu–mitmevilja leib Rimi 500g,"Röstsai mitmevilja, LEIBUR, 470 g",3.19,1.29,6.38,2.74,66
12905,7234114,"Kpn.vein Zantho Grüner Veltliner 0,25l",Winzer Krems Grüner Veltliner 2009 75 cl,5.49,8.99,21.96,11.99,66
7142,7142494,L.skp.Bellissima B402 must-roosa 122/128,"Naiste sukkpüksid Special 40 den nero 1/2, BELLISSIMA",6.99,2.49,6.99,2.49,66
7618,7270404,Värviüllatusnukk Barbie Color Reveal,"Nukk Chelsea värviüllatus TV, BARBIE,",37.99,19.99,37.99,19.99,66
1965,929855,"Sprotid oliiviõlis, meresoolaga 290g","Sprotid õlis, AMBERFISH, 250 g",4.49,2.69,15.48,10.76,66
10810,7249112,Geelpliiats Maxgel 0.5 must,"Geelipliiats 0,5mm, sinine, M&G, 1 tk",0.99,1.59,0.99,1.59,66
5660,936827,Jäätis -47% suhkruga Premia 240g/500ml,"Vanilli-koorejäätis vähend. suhkr.,47%, PREMIA, 240 g",2.79,2.49,11.63,10.38,66
4628,804895,"Kõrvitsaseemned Awake, 150g","Kõrvitsaseemned ÖKO, KOMMI ASEMEL, 140 g",2.79,2.99,18.6,21.36,66
7140,7142479,L.skp.Bellissima B402 must-roosa 146/152,"Naiste sukkpüksid Special 40 den nero 1/2, BELLISSIMA",6.99,2.49,6.99,2.49,66
3623,159968,Pasta Fettuccine Barilla 500g,"Pasta Fusilli (spiraal), BARILLA, 500 g",3.69,2.39,7.38,4.78,66
831,812020,Kondenspiim karamelliga magustatud Rimi 397g,"Kondenspiim karamelliga, JAANI, 190 g",3.35,2.09,8.44,11.0,66
5457,1008341,Piimašokolaad Kinder Bueno T5 107g,"Täispiimašokolaad Nurr, KALEV, 100 g",2.59,1.79,24.21,17.9,66
12254,7102994,N sukkpüksid GL My Secret 20den 3 melon,"Naiste sukkpüksid Basic 20den, BELLISSIMA, 3",6.49,3.49,6.49,3.49,66
8329,739371,Kätekreem Orto kummeli-glütseriini 150ml,"Hooldav kätekreem kummeli ja glütseriiniga, PUHAS LOODUS, 75 ml",3.29,1.79,21.93,23.87,66
1975,976910,Broilerikintsud BBQ marinaadis,"Broileri kintsuliha, RANNAMÕISA, 500g",3.23,3.29,5.39,6.58,66
9752,7125095,Pesukaitse Libresse Panty liners 30tk,"Pesukaitsmed Micro, LIBRESSE, 44 tk",2.45,3.29,0.08,0.07,66
5603,801819,Kalafileepulgad Rimi sügavkülm.250g MSC,"Kalapulgad Muumi, VICI, 250 g",3.59,1.29,14.36,5.16,66
4372,1007223,Kiirtatrapuder kanaga Activus 60g,"Tatrapuder sealihaga, SALVEST, 530 g",0.97,2.99,16.17,5.64,66
2065,811632,Makrell Rimi kuumsuitsu harilik vp kg,"Kuumsuitsu heik vaakumpakendis, kg",2.55,7.59,0.0,7.59,66
10841,511043,Kilekaaned vihikule College 10tk,"Koopiapaber värviline A4, COLLEGE, 1tk",0.69,3.19,0.69,3.19,66
8950,7210032,"Varuotsikud Oral-B Sensitive, 4tk","Varuotsikud Frozen, BRAUN, 2 tk",31.49,14.99,7.87,7.5,66
10629,7232784,Papptaldrikud Rimi Basic 23cm 20tk,"Papptaldrikud 19cm, SMILE, 12 tk",1.29,1.99,0.06,0.17,66
12276,7205287,N sukkpüksid GL My Secret 40den 2 melon,"Naiste sukkpüksid Gold 40 den dore 2, L´ELLEDUE",5.99,5.39,5.99,5.39,66
12923,7087214,"Kpn.vein F.Martenot Chardonnay 0,75l",Le Grand Noir Chardonnay/Viogner 2010 75 cl,16.99,8.99,22.65,11.99,66
4603,1011516,"Kiirnuudlid köögiviljadega Maggi 59,2g","Munanuudlid köögiviljadega, SELVERI KÖÖK, 300g",1.25,3.29,0.0,10.97,66
929,946371,Kohuke kookosega Aasa 40g,"Glasuurkohuke kookose, KARUMS, 45 g",0.69,0.49,17.25,10.89,66
5224,807699,Gluteenivabad koonusvahvlid ICA 10tk,"Gluteenivabad soolakringlid, SCHÄR, 60 g",2.15,1.39,18.7,23.17,66
8318,812353,Hügieenisid. Simpatic Ultra Normal 20tk.,"Hügieenisidemed Ultra Normal Quattro, ALWAYS, 40 tk",2.85,6.99,0.14,0.17,66
1128,812874,Juust Rimi FreeFrom light  15% 150g,"Juust Atleet Light 15% viilut., VALIO, 150 g",2.09,1.59,13.93,10.6,66
7306,7057780,"Imiku Hipp Comfort Eripiimasegu 0+,300ml","Piimasegu Comfort nr1 0+, APTAMIL, 400 g",9.99,10.59,33.3,26.47,66
521,929286,Hapukapsas porgandiga Rimi 900g,"Hapukapsas porgandiga, KADARBIKU KÖÖGIVILI, 500 g",2.59,1.49,2.88,2.98,66
1954,912573,Mustikamarinaadis ribi Rakvere 900g,"Mustika grill-ribi, RAKVERE LK, kg",9.69,10.49,10.77,10.49,66
12271,7142689,L.skp.Bellissima B402 roosa-must 146/152,"Naiste sukkpüksid Special 40 den nero 1/2, BELLISSIMA",6.99,2.49,6.99,2.49,66
1010,802998,Jogurt metsamarja Rimi 390g,"Joogijogurt metsamarjamaitseline, ALMA, 900 g",1.35,1.29,3.46,1.43,66
1159,905304,Suitsujuustu snäkk Rambyno 75g,"Suitsutatud sulatatud juustu snäkid 45%, RAMBYNO, 75 g",1.29,1.29,17.2,17.2,66
354,947510,Mahe õuna-mustasõstramahl Mahlametsa 3l,"Mahe mustasõstramahl, LOODUSVÄGI, 500 ml",9.07,4.99,3.02,9.98,66
10601,709149,Patarei Duracell LR03/MN2400 AAA 4tk,"Patareid Basic AA, DURACELL, 4 tk",4.59,3.99,1.15,1.0,66
5347,1006366,Kartulikr. juustu-ja jalopenomaits. Lays 130g,"Kiirnuudlid juustu-jalopenomaitselised, KNORR, 69g",2.29,0.79,17.62,11.45,66
2616,965113,Singi-juustuvõileib 310g,"Singi-juustu kolmnurkvõileib, KULINAARIA, 190 g",3.49,2.79,11.26,14.68,66
7316,103876,Püree juurvili-riis-kana Hipp 4k 190g,"Juurviljapüree mahe 4+, HIPP, 125 g",2.29,1.39,12.05,11.12,66
9215,803029,Juukselakk Oreon tugev 250ml,"Juukselakk Volume, NIVEA, 250 ml",2.07,6.99,8.28,27.96,66
9265,7200610,Mitsellaarvesi Neutrogena Hydro Boost 40,"Geelkreem Bright Boost, NEUTROGENA, 50 ml",8.49,15.99,21.22,319.8,66
11322,602305,Klaasipuhastusvahend bioalkoh. Frosch 1l,"Klaasipuhastusvahend AntiFog, CLIN, 500 ml",2.65,2.59,2.65,5.18,66
355,947500,Mahe õuna-ebaküdooniamahl Mahlametsa 3l,"Mahe Ebaküdoonia mahl, TAARAPÕLLU TALU, 500 ml",9.07,5.49,3.02,10.98,66
12071,7142683,L.skp.Bellissima B402 roosa-must 122/128,"Naiste sukkpüksid Special 40 den nero 1/2, BELLISSIMA",6.99,2.49,6.99,2.49,66
2355,803671,Näkileivad õhukesed ICA 250g,"Riisivahvlid õhukesed, KUPIEC, 90 g",2.09,1.19,8.36,13.22,66
10744,7167955,"Kaabel a-lightning 1,2m Havit dot 6133","Kaabel USB-C - Lightning 2m (60085), , 1tk",6.99,29.9,6.99,29.9,66
9917,7235129,Näopesugeel Garnier Hyal. Aloe 200ml,"Seerum Hyaluronic Aloe, GARNIER, 30 ml",6.49,15.99,32.45,15.99,66
9792,7272417,Seerum Pharma Oil Hyaluron 30ml,"Seerum Hyaluronic Aloe, GARNIER, 30 ml",14.69,15.99,489.67,15.99,66
8904,7243649,Juuksemask Fructis HairFood Arbuus 390ml,"Juuksemask Fructis Hair Food Aloe, GARNIER, 390 ml",8.79,9.99,22.54,25.62,66
8793,124742,Glükoosit. Sana+ C-vitamiin. maasik. 39g,"Joogitabletid vitamiin C, SANOTACT, 82 g",1.09,1.29,27.95,15.73,66
12277,7205293,N sukkpüksid GL My Secret 40den 4 melon,"Naiste sukkpüksid Gold 40 den dore 4, L´ELLEDUE",5.99,5.39,5.99,5.39,66
854,903897,Keefir väherasvane Hellus 1% 1kg,"Keefir laktoosivaba, HELLUS, 1 kg",1.49,1.79,1.49,1.79,66
11368,7078003,Sukkpüksid Golden Lady C.Body 40den 2ner,"Naiste sukkpüksid GOLD 40 den, L'ELLEDUE, 3",5.69,5.39,5.69,5.39,66
5623,811419,Friikartulid sakilised Rimi 1kg,"Friikartul sakiline, MAAHÄRRA, 750 g",2.49,1.99,2.49,2.65,66
7397,7273444,Mitmevilja-mango snäkid Semper öko 9k 18g,"Mitmeviljamaius maasikamaitseline 9+, SEMPER, 18g",2.05,1.59,113.89,88.33,66
8779,7243513,Šampoon Energie Fruit vanilje. 250ml,"Šampoon Nõges, NATAVA, 250 ml",6.99,5.99,27.96,23.96,66
11364,7169959,Laste skp.Bellissima Cover 40 naturale 8,"Naiste sukkpüksid Control Top 40 den, BELLISSIMA, 5",1.69,7.49,1.69,7.49,66
11363,7169945,L.skp.Bellissima Cover 40 naturale 10,"Naiste sukkpüksid Control Top 40 den, BELLISSIMA, 3",1.69,7.49,1.69,7.49,66
332,911752,"Mahe rabarberisiirup Niliske 0,25l","Siirup Rabarber, AURA, 750 ml",3.78,1.89,15.12,2.52,66
3187,811855,Küpsetussegu Rimi Brownie kook 500g,"Brownie küpsetussegu soolakaramelliga, RUF, 455g",2.19,4.49,4.38,9.87,66
359,292488,Saaremaa mägiveis omas mahlas 240g,"Sealiha omas mahlas, RANNAROOTSI, 240 g",4.29,2.59,17.88,10.79,66
11361,7128224,Laste skp.Bellissima Cover 40 bianco 8,"Naiste sukkpüksid Micro 50den, BELLISSIMA, 4",1.69,4.99,1.69,4.99,66
7194,7165869,Šampoon beebile Eco by Naty 200ml,"Šampoon 7 Benefits, NATURA ESTONICA, 400ml",5.59,3.49,27.95,8.73,66
11294,7078005,Sukkpüksid Golden Lady C.Body 40den 4ner,"Naiste sukkpüksid GOLD 40 den, L'ELLEDUE, 3",5.69,5.39,5.69,5.39,66
11360,7128211,Laste skp.Bellissima Cover 40 bianco 6,"Naiste sukkpüksid Micro 50den, BELLISSIMA, 4",1.69,4.99,1.69,4.99,66
983,974084,Tarretis tutti-frutti Jänks 150g,"Küpsis Tutti Frutti, JAFFA, 300 g",0.53,3.49,3.53,11.63,66
11296,7205254,Sukkpüksid Golden Lady C.Body 40den 2mel,"Naiste sukkpüksid GOLD 40 den, L'ELLEDUE, 3",5.69,5.39,5.69,5.39,66
5489,813934,Šokolaadibatoon sarapuupähklitäidis. Rimi 46g,"Šokolaadibatoon Maxi, TUPLA, 50 g",0.84,0.99,18.26,19.8,66
12256,7103023,N sukkpüksid GL My Secret 20den 5 melon,"Naiste sukkpüksid Basic 20den, BELLISSIMA, 5",6.49,3.49,6.49,3.49,66
10724,7154588,Tualettpaber Karisma Grite 8r. 4kihti,"Tualettpaber, 3-kihiline, SERLA, 8 rl",5.79,4.49,0.72,0.56,66
5384,153452,Vahvlid kakaotäidisega gluteeniv. Schär 125g,"Gluteenivabad küpsised Maria, SCHÄR, 125 g",3.39,1.99,27.12,15.92,66
340,960334,"Kitsepiima jogurt maasika Andri-Peedo 0,5l","Praejuust Kitsepiimast, ANDRI-PEEDO, 200 g",2.69,4.99,5.38,24.95,66
8890,7055382,Püsivärv Syoss oleo intense 6-76,"Püsivärv Color 10-5, SYOSS, 1 tk",8.79,7.49,8.79,7.49,66
1181,948189,Kitsepiimajuust Capricho 145g,"Kitsepiimajuust (määrdejuust), CHAVOROUX, 150 g",4.19,4.99,28.9,33.27,66
10631,7159748,"Veekeetja FK-1508A-1-H 1,7l","Veekeetja, Eco 1,7L, PHILIPS, 1 tk",17.99,54.9,17.99,54.9,66
5574,808638,Brokoli sügavkülmutatud Rimi 400G,"Vinnutatud räim, KALURI, 100 g",1.79,1.99,4.47,19.9,66
7205,7137925,Püksmäh. Huggies swimmers 2-3 3-8kg 12tk,"Püksmähkmed Little Swimmers Dory, HUGGIES, 3-8 kg/12 tk",7.19,6.99,0.6,0.58,66
5313,182292,Batoon Nutella B-ready 132g,"Nutella B-ready T1, NUTELLA, 22 g",3.49,0.59,26.44,26.82,66
9250,7031386,Näopesug. Neutrogena Pink Greip. 200ml,"Näopesuvahend  Pink Grapefruit kooriv, NEUTROGENA, 150 ml",5.99,5.99,29.95,39.93,66
3302,171692,Ketšup Felix vähendatud soola-suhkruga 980g,"Ketšup 50% vähem suhkrut ja soola, HEINZ, 400ml",4.39,3.79,4.48,9.48,66
7325,7206998,Pudrupulber Hipp beebiküps. bio 6k 250g,"Beebiküpsis Mahe 6+, HIPP, 180g",4.29,3.49,17.16,19.39,66
11454,7204919,Meeste sokid Friends sinine 3 paari 39-42,"Meeste töösokid madala säärega 3 paari, CAT, 39-42 , värv must",6.99,7.99,2.33,2.66,66
10281,7236069,"LED lamp Osram cla75 7,5w/827 e27","LED-niitlamp standard A75 7,5W/827 E27, OSRAM, 1 tk",8.99,4.49,8.99,4.49,66
9077,7188300,Dušigeel Men Expert Hydra Energy 300 ml,"Dušigeel Mene Energy Boost, FA MEN, 750 ml",5.29,6.99,17.63,9.32,66
6177,813689,Multipuuvilja mahlajook Rimi Basic  1l,"Multivitamiini mahlajook, CAPPY, 1,5 L",0.79,1.89,0.79,1.26,66
1565,811475,Külmsuitsusalaami viilutatud Rimi 200g,"Vinnutatud räim, KALURI, 100 g",2.19,1.99,10.95,19.9,66
8056,7271132,Konserv koerale veiselihaga Farm 400g,"Hautatud veiselihaga konserv, FRANK POTT, 240 g",6.09,1.79,15.22,7.46,66
1567,906913,Õrnsoola lõhe viilud Avektra 100g,"Külmsuitsu lõheviilud, AVEKTRA, 100 g",4.39,3.79,43.9,37.9,66
5019,805566,Metsapähkel puhastatud Rimi 150g,"Metsapähkel röstitud, PÄHKLINÄPP, 200 g",2.95,3.99,19.67,19.95,66
7557,7142689,L.skp.Bellissima B402 roosa-must 146/152,"Naiste sukkpüksid Special 40 den nero 1/2, BELLISSIMA",6.99,2.49,6.99,2.49,66
6188,801656,Lahustuv kohv kofeiinivaba Rimi 100g,"Lahustuv kohv India, INDIAN INSTANT, 100 g",3.59,1.99,35.9,19.9,66
9584,7228174,Juuksevärv Syoss Color 4-15 TUHM KROOM,"Püsivärv 4-15 tuhm kroom, SYOSS, 1 tk",7.59,7.49,66.0,7.49,66
8996,7058083,Päevakreem Nivea cellular 50ml,"Päevakreem Q10+ 30-50a, NIVEA, 50 ml",18.99,14.99,379.8,299.8,66
6210,168212,Jook vaarika-mustika Drako 200ml,"Vaarikad, mustikad, HÄRMAVILI, 300 g",0.52,4.99,2.6,16.63,66
11547,705393,Sukkpüksid Pierre Cardin Be. 40d nero XL,"Naiste sukkpüksid Top 20 nero XL, POMPEA,",5.29,1.99,5.29,1.99,66
8082,7270625,Koeras.kuiv Pedigree kuts.kana-riisi 3kg,"Konserv kutsikatele kanaga tarrendis, PEDIGREE, 400 g",13.29,1.39,4.43,3.47,66
10007,459396,Pesukaitsmed Bella Panty Soft 20tk,"Pesukaitsmed Long, ALWAYS, 52 tk",1.19,4.39,0.06,0.08,66
10370,7128902,"Taskurätikud Zewa kids 3D box,3kih.60tk","Taskurätikud Softis, 4-kihiline, ZEWA, 6x9 tk/pk",1.95,1.69,0.03,0.03,66
4849,100840,Küpsised paprikamaitselised Tuc 100g,"Küpsised vanillimaitselised 4-pakk, OREO, 176 g",1.35,2.19,13.5,12.44,66
3386,192259,Oad valged tomatikastmes Auga öko 400g,"Sprotid tomatikastmes, RANNAKÜLA, 100 g",1.55,1.79,6.46,17.9,66
1648,905571,Kreemjas maksapasteet 300g,"Delikatess maksapasteet, NÕO, 200 g",1.55,1.09,5.17,5.45,66
4873,1000184,Küpsis Milka Tender Moo 140g,"Milka mini koonusjäätis, NESTLE, 140 g",2.49,4.19,17.79,29.93,66
11576,7068266,Klaasipesuvedelik talv.4l -25C Turtlewax,"Klaasipesuvedelik -20C etanooliga, MAYERI, 4 l",10.99,4.99,10.99,1.25,66
13744,7258363,"Kpn.vein Carreras Tempranillo 0,75l",Solar Viejo Tempranillo 75 cl,7.99,7.99,10.65,10.65,66
11580,7240558,"Nõudepesum.geel Finish Max Power,900ml","Nõudepesumasina geel All-in-1 Eco 0%, FINISH, 900 ml",19.99,10.99,22.21,12.21,66
6280,1360358,"Sidruni- ja laimimaits.karastusjook 7Up 0,5l","Karastusjook 7UP, 7 UP, 1,5 L",0.99,1.79,1.98,1.19,66
2010,993562,Kanasink kõrvitsaseemne Fitlap Nõo 400g,"Kanasink Fitlap, NÕO, 105 g",5.19,1.89,12.97,18.0,66
11713,445404,Puhastusvahend Sano Blue wc-veepaa. 150g,"Puhastusvahend köögile, SELVER, 750 ml",4.89,1.59,32.6,2.12,66
6174,183475,"Tee ürdi Thai Ingver Teekanne 20x2,25g","Tai ingveri tee niidiga kotis 20pk, TEEKANNE, 45 g",2.55,2.59,56.67,57.56,66
11520,7110984,"LED Lamp ICA A60 6,5W E27 470Lm","LED lamp E27/9W/806lm/A60, V-TAC, 1 tk",1.99,2.39,1.99,2.39,66
3760,812839,Punane karri kõrvitsaga ICA Asia 400ml,"Caviare punane kaaviar, KRISKAL, 100 g",3.09,1.79,7.72,17.9,66
10997,7241056,"Antib.Üldpuhastusv. Mayeri Neutral,750ml","Üldpuhastusvahend All Care Rhubarb, MAYERI, 750 ml",3.19,2.79,4.25,3.72,66
9336,7176983,Rulldeodorant Fa dream 50ml,"Rulldeodorant Fresh meestele, NIVEA, 50 ml",3.99,3.99,79.8,79.8,66
6941,814346,Püree mango ja ananassiga ICA 120g,"Kreemjuust ananassiga, ARLA, 150g",0.99,2.09,8.25,13.93,66
10297,7236075,"LED lamp Osram cla75 7,5w/827 e27","LED-niitlamp standard A75 7,5W/827 E27, OSRAM, 1 tk",7.29,4.49,7.29,4.49,66
180,920799,Maapähkli-vaarikajäätis Jäämari 80g,"Vaarikatarretis, MIKAADO, 80 g",2.39,1.19,29.88,14.87,66
4718,141699,Linaseemned I Love Eco 400g,"Rosinad seemneteta, SELVER, 400 g",2.55,1.49,6.37,3.72,66
12180,7236856,Salvrätikud punane 1/8 volditav 33x33cm,"Salvrätikud 3-kihiline 33x33cm, LENEK, 50 tk",1.49,2.49,1.49,0.05,66
10299,7236077,LED lamp Osram cla100 11w/827 e27,"LED-niitlamp Standard A100 10W/827 E27, OSRAM, 1 tk",12.29,6.49,12.29,6.49,66
8020,7270621,Närimispulk veisel. Pedigree Rodeo 140g,"Koeramaius rodeo, PEDIGREE, 70 g",1.79,0.89,14.55,12.71,66
2000,811618,Merekapsas Rimi köögiviljadega 250g,"Veiseliha raguu köögiviljadega, PRESTO, 350g",1.59,2.19,6.36,6.26,66
8368,7170740,Lastehambapasta  Jordan ns 1 tk,"Hambapasta Advanced White, COLGATE, 100 ml",2.49,2.99,49.8,29.9,66
13718,1358869,"Õlu A.Le Cog Special pint 5,2%vol 0,568l purk","Hele õlu Special 6-pakk, A. LE COQ, 6 x 568 ml purk",1.79,9.99,3.15,2.93,66
12740,7269846,Naiste sokid Bolero 7 paari 36-41 AW22,"Naiste sokid sätendavad, BOLERO, 36-40",7.99,2.99,0.0,2.99,66
2976,166673,Kurk marineeritud Kodune Põltsamaa 680/360g,"Marineeritud kurk, SALVEST, 530 g",2.79,1.79,7.75,4.65,66
8245,7199651,Hambapasta Ecodenta Exeptional Wh. 100ml,"Hambapasta 3xefektiga , ECODENTA, 100 ml",3.29,3.99,32.9,39.9,66
2371,806996,Riisigaletid juustumaitselised ICA 130g,"Maisikrõpsud juustumaitselised, DORITOS, 100 g",1.69,1.59,13.0,15.9,66
4833,109652,Küpsised peekonimaitselised Tuc 100g,"Küpsised vanillimaitselised 4-pakk, OREO, 176 g",1.35,2.19,13.5,12.44,66
6143,1360100,"Karbonis. karastusjook Rimi Party 0,75l","Karastusjook Sprite, SPRITE, 1,5 L",3.49,1.99,4.65,1.33,66
4086,807699,Gluteenivabad koonusvahvlid ICA 10tk,"Gluteenivabad soolakringlid, SCHÄR, 60 g",2.15,1.39,18.7,23.17,66
